Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,Step21,Step22,Step23,Step24,Step25,Step26,Step27,Step28,Step29,Step30,Step31,Step32,Step33,Step34,Step35,Step36,Step37,Step38,Step39,Step40,Step41,Step42,Step43,Step44,Step45,Step46,Step47,Step48,Step49,Step50
42,43,48,49,23,28,27,32,31,26,25,30,35,40,45,46,47,41,37,36,33,34,29,22,21,20,15,10,6,12,13,18,17,8,3,4,9,14,19,24,39,44,38,16,11,7,2,1,0,5
21,26,31,37,42,41,46,40,35,30,25,20,15,10,5,0,1,2,7,12,17,29,24,19,14,9,4,3,8,13,18,23,22,27,28,33,38,39,34,44,43,48,49,47,45,36,32,16,11,6
22,16,15,20,25,30,31,26,27,32,37,38,43,44,48,49,39,33,34,29,24,18,23,17,12,6,2,3,4,8,7,1,0,5,11,10,21,40,45,46,41,36,35,42,47,28,19,14,13,9
10,11,6,1,2,3,4,9,14,13,17,22,21,26,20,15,16,25,31,30,35,40,41,42,43,44,49,48,47,46,45,32,33,34,39,29,24,19,23,18,8,7,12,5,0,38,37,36,27,28
23,22,26,27,32,33,28,24,18,19,14,13,7,12,17,16,15,10,11,6,8,3,9,4,2,1,0,5,31,35,30,25,20,21,34,29,39,36,37,42,47,46,45,40,41,48,43,44,49,38
34,33,28,27,21,26,25,20,10,5,6,7,8,3,4,11,16,17,12,13,18,22,23,29,24,19,14,9,0,1,2,15,37,32,31,30,35,36,41,45,40,46,47,42,43,48,49,44,39,38
34,39,33,29,24,23,28,26,22,17,18,13,8,3,7,2,1,6,5,16,21,20,25,30,31,36,35,40,45,46,41,42,32,27,14,19,12,11,10,15,0,4,9,48,43,44,49,47,38,37
45,36,41,31,37,42,47,43,39,38,33,32,26,21,27,17,20,16,11,10,15,25,30,35,40,46,28,29,24,23,18,19,14,9,2,3,4,12,13,8,7,6,0,1,5,22,34,44,49,48
38,33,31,35,30,25,26,22,21,27,28,29,17,12,7,8,14,19,18,13,9,4,3,2,1,6,11,16,15,10,5,0,44,43,48,47,42,37,32,40,41,36,46,45,20,23,24,34,39,49
32,37,42,41,43,44,39,34,33,28,27,22,21,16,17,18,19,13,8,7,0,1,6,10,15,20,25,26,30,35,40,45,46,47,36,31,38,29,24,23,11,12,2,3,4,9,14,5,49,48
24,29,28,34,33,32,38,37,36,35,40,45,46,47,48,49,43,44,39,42,41,31,26,27,22,23,18,17,12,8,3,4,9,14,13,7,11,6,5,10,2,1,0,15,20,21,16,25,30,19
5,0,1,6,7,2,9,14,13,12,17,22,16,15,21,26,25,30,31,27,32,33,36,48,47,42,41,37,38,43,34,28,29,24,23,18,19,8,3,4,10,11,20,35,40,49,44,39,45,46
22,18,17,12,11,16,15,20,25,30,31,37,38,39,34,29,28,24,19,14,9,4,8,3,6,7,13,0,5,10,1,2,23,21,26,36,42,43,48,47,46,41,40,35,45,32,33,27,44,49
26,27,28,33,38,37,31,32,36,41,40,35,30,25,20,15,10,11,16,22,17,12,7,3,2,1,0,5,6,8,9,14,18,19,24,29,34,39,44,43,49,48,47,46,45,42,23,13,4,21
25,20,21,43,48,47,42,38,37,36,41,40,45,46,35,30,31,33,27,17,16,11,12,13,14,19,24,29,23,28,34,39,44,49,32,26,22,18,8,3,4,9,2,6,7,1,5,10,15,0
10,11,15,16,20,25,35,30,31,26,37,36,41,40,45,46,47,44,43,42,48,38,39,34,33,28,24,23,22,21,17,18,12,13,8,3,4,9,14,19,29,27,32,7,6,1,0,5,2,49
15,20,26,30,35,36,31,46,41,42,43,48,47,37,38,33,32,27,22,16,17,18,23,24,29,28,34,39,44,49,21,10,11,12,7,6,5,1,0,2,3,8,4,9,13,14,19,25,40,45
4,9,14,19,23,18,17,22,27,28,29,34,33,32,31,30,25,20,15,16,21,26,41,42,40,45,46,47,48,43,38,36,37,44,49,39,35,11,6,7,2,3,13,12,8,1,0,5,10,24
39,38,33,27,23,24,19,18,13,7,6,11,16,44,49,48,43,42,41,40,36,31,26,21,25,20,15,10,5,0,1,2,3,4,9,8,14,17,12,34,29,28,32,37,47,46,45,30,35,22
7,1,2,3,4,9,8,13,18,14,19,24,23,22,21,20,25,26,30,35,36,31,37,32,27,28,33,29,34,39,44,43,48,42,47,46,45,40,41,49,38,17,16,15,10,11,6,5,0,12
3,2,1,10,6,11,12,17,18,14,24,19,23,22,21,16,15,20,26,27,32,37,36,31,30,35,41,40,45,46,47,42,43,48,49,44,39,34,33,28,29,13,4,9,8,7,0,5,25,38
8,9,4,3,2,1,0,5,11,16,15,10,6,12,17,23,28,32,34,39,44,38,33,37,42,41,36,31,26,27,21,20,30,35,40,45,46,47,48,43,49,14,19,13,18,22,29,24,7,25
27,32,33,28,23,22,17,16,15,11,12,19,24,13,18,8,2,7,6,1,5,10,25,30,31,36,41,47,42,37,38,39,44,43,48,49,46,45,40,35,34,29,20,21,26,9,3,4,14,0
19,13,12,11,6,7,4,9,8,3,2,17,16,15,20,37,41,36,30,31,32,27,28,29,24,23,22,33,34,38,43,47,48,49,44,39,25,26,21,18,14,0,5,10,1,45,46,42,40,35
34,33,39,44,38,37,43,48,47,46,41,36,32,26,30,31,27,28,23,24,29,13,14,19,18,12,11,16,21,20,15,10,5,0,6,1,2,3,8,7,9,4,17,22,25,35,40,45,42,49
33,28,23,22,17,19,24,29,34,39,44,49,38,15,10,5,6,11,12,7,8,3,4,9,13,18,14,25,20,27,32,31,30,36,41,40,35,21,16,2,1,0,26,37,43,48,47,46,45,42
24,18,19,13,14,17,16,21,20,15,10,11,7,2,6,5,0,1,8,4,9,3,12,34,29,28,33,32,37,38,39,44,49,48,43,42,47,46,40,35,30,25,26,27,22,23,31,41,36,45
46,45,40,41,36,35,30,31,27,23,18,12,13,14,19,24,28,34,33,38,43,48,47,42,37,39,44,49,29,22,21,20,15,10,5,1,0,6,2,7,8,4,9,3,11,17,16,25,26,32
18,19,24,23,29,34,32,37,36,42,46,41,30,35,40,45,43,44,38,39,28,33,31,25,20,21,15,11,16,17,12,7,2,1,6,10,13,14,9,8,3,4,5,0,22,26,27,47,48,49
16,21,22,27,26,30,25,20,15,10,6,1,0,5,11,12,17,23,31,37,36,42,41,46,45,40,35,43,38,33,29,28,24,19,18,13,8,3,4,9,14,7,2,32,39,34,44,49,48,47
44,43,48,47,42,41,36,31,32,38,37,39,33,34,29,23,28,27,21,25,30,26,11,16,15,20,10,6,7,2,1,0,5,18,19,24,14,9,4,3,8,13,12,17,22,49,35,40,45,46
6,1,2,8,9,14,28,33,39,34,29,24,19,23,17,22,27,26,30,25,37,32,31,36,40,43,46,45,41,42,47,48,49,44,38,35,21,20,15,16,11,10,5,0,7,13,12,18,3,4
43,44,49,48,42,37,36,41,40,46,47,45,35,30,31,26,21,20,16,11,6,7,2,1,0,5,12,13,8,9,4,3,22,27,28,23,24,29,34,33,32,39,38,14,19,18,17,15,25,10
44,48,47,40,45,41,46,42,43,38,37,35,30,26,27,22,28,23,24,29,34,39,49,33,32,31,25,20,15,10,11,17,18,14,13,7,12,8,3,1,2,6,5,0,16,21,36,9,4,19
16,22,21,26,27,32,33,28,29,18,17,12,7,2,3,4,9,19,24,23,6,5,0,1,11,10,15,20,25,31,30,35,36,37,38,43,44,39,34,42,41,46,47,48,49,40,45,13,8,14
7,12,13,18,23,27,33,38,28,29,34,39,44,49,48,47,46,41,45,40,35,36,37,32,31,22,17,16,11,6,0,1,2,9,4,3,8,14,19,24,5,10,15,20,21,26,25,30,43,42
19,14,18,17,8,11,12,16,15,6,1,0,5,10,7,13,9,4,3,2,24,23,27,32,26,31,35,40,45,46,47,42,41,36,37,38,43,44,39,34,33,28,29,22,21,20,25,30,49,48
9,14,12,17,13,3,2,1,6,7,8,4,18,23,22,27,21,20,15,26,25,30,35,36,41,40,45,46,42,37,32,31,33,28,29,34,39,38,43,44,49,48,47,24,19,10,11,16,5,0
38,43,42,41,46,45,40,35,36,31,32,28,33,39,29,24,23,22,6,5,10,7,8,3,13,18,19,14,9,2,1,0,12,11,15,20,25,30,26,27,17,16,21,34,44,49,48,47,37,4
16,17,12,0,5,6,7,8,13,14,9,4,3,2,1,10,15,20,21,23,24,19,18,22,27,32,26,25,31,36,35,41,46,45,40,37,38,33,34,39,44,48,47,42,43,49,29,28,11,30
19,18,23,22,27,26,17,10,15,20,25,31,32,37,42,41,40,35,30,36,46,45,47,48,43,38,39,34,33,28,29,24,13,14,4,9,8,7,12,11,6,5,0,1,2,3,21,16,49,44
35,30,42,47,46,41,40,45,32,33,34,28,23,18,27,26,25,15,10,5,0,1,2,12,8,3,4,9,14,13,7,19,24,29,31,36,37,38,39,43,49,48,44,16,21,20,22,17,11,6
15,20,25,26,21,22,27,24,29,28,23,18,19,14,13,8,3,2,1,7,6,10,11,16,17,12,9,4,38,42,47,48,49,44,39,34,33,37,31,30,41,36,35,40,45,46,43,32,5,0
37,42,47,48,46,41,40,35,36,31,30,25,26,21,20,15,10,11,16,17,18,19,14,13,12,8,3,4,9,2,7,6,0,5,1,33,27,22,23,28,32,38,39,49,44,43,29,24,34,45
0,1,8,13,12,7,2,3,4,9,14,19,18,17,23,27,22,21,16,15,10,11,6,5,28,33,32,26,31,35,30,25,20,24,29,34,39,38,43,42,47,48,49,41,46,45,40,36,37,44
39,38,37,42,41,46,47,48,49,43,44,26,21,20,25,30,31,32,33,28,29,24,23,17,18,13,14,19,4,8,7,0,6,11,16,15,10,5,1,2,3,9,22,27,36,35,40,45,34,12
25,26,27,33,18,13,12,2,3,8,9,14,19,24,23,17,22,21,16,11,6,7,1,0,5,10,15,20,30,35,31,36,37,42,41,47,48,44,39,38,34,28,32,29,43,49,46,45,40,4
38,42,41,40,35,36,31,30,25,21,17,8,13,18,19,14,9,4,3,2,1,0,5,6,7,12,11,16,22,26,32,27,28,29,34,39,48,43,44,49,47,46,45,37,33,23,24,15,10,20
25,30,35,36,41,42,48,47,40,45,46,37,33,28,27,32,31,26,21,16,12,13,14,9,8,7,23,22,17,18,19,24,29,34,39,44,49,43,38,1,6,5,0,10,11,15,20,2,3,4
35,40,41,36,42,37,33,38,39,44,43,48,47,46,45,20,21,26,25,30,31,32,27,22,23,13,14,19,24,18,17,16,15,10,5,6,11,12,7,2,3,4,9,8,1,0,29,28,34,49
39,44,49,48,43,42,47,46,41,31,27,22,38,37,36,30,25,26,21,16,11,10,1,2,3,8,9,14,19,24,28,23,33,34,29,32,35,40,45,15,20,17,18,13,12,7,6,0,5,4
27,32,33,28,30,31,36,41,42,37,38,43,44,39,34,29,24,19,14,13,18,23,22,21,16,17,12,8,7,2,3,4,9,6,1,5,0,11,10,15,20,25,40,35,26,46,47,48,49,45
46,41,40,35,30,31,27,25,21,20,15,16,11,10,0,1,2,7,6,5,26,32,28,23,24,18,13,19,14,9,4,3,8,17,12,22,34,39,38,33,29,43,42,37,36,45,47,48,49,44
10,6,2,7,12,16,11,21,20,25,30,35,36,41,45,46,47,48,43,38,33,27,26,31,32,37,42,44,39,34,24,28,29,23,18,19,14,9,4,8,13,17,22,15,5,0,1,3,40,49
5,6,2,8,3,4,9,14,19,24,29,34,33,32,31,30,36,41,42,48,43,39,44,49,47,46,45,40,35,25,20,15,16,21,22,17,18,23,28,27,26,37,38,1,7,13,12,11,10,0
7,6,5,0,1,2,3,4,9,8,12,13,14,24,19,18,17,16,15,10,11,20,25,30,35,40,41,42,38,39,44,43,48,46,45,37,32,31,36,33,34,29,28,27,26,21,22,23,47,49
34,39,44,49,48,43,33,29,28,27,31,35,36,41,46,45,40,42,37,38,32,26,22,17,18,19,24,23,12,13,9,4,3,7,5,6,1,11,16,21,20,25,30,15,10,0,2,8,14,47
18,17,22,27,28,34,33,32,31,26,25,20,15,10,5,6,11,12,16,21,23,19,14,13,8,7,2,1,0,3,4,9,39,44,49,48,37,42,43,38,36,41,46,45,40,35,30,29,47,24
9,13,12,17,18,14,8,7,6,5,0,1,2,3,4,19,24,29,27,26,25,30,31,36,37,42,47,48,43,38,39,44,49,41,40,45,46,35,22,23,28,33,34,32,21,20,15,10,11,16
42,48,38,39,34,33,32,31,37,28,27,22,21,20,25,26,30,29,19,24,23,18,13,7,1,6,11,12,17,16,15,10,5,2,3,8,9,4,14,36,35,41,46,47,43,44,49,45,40,0
16,22,23,18,13,12,17,10,11,6,1,0,5,2,3,8,7,4,9,14,19,24,29,33,32,37,36,41,40,35,30,31,20,25,15,21,26,27,28,34,38,43,47,42,46,45,44,39,49,48
9,14,19,18,13,7,11,10,15,20,21,17,16,22,33,34,38,32,36,42,47,41,46,45,40,35,30,25,27,26,31,37,43,44,49,48,39,29,28,23,24,8,3,4,2,1,0,5,6,12
49,48,42,41,36,45,46,47,44,39,43,38,32,37,31,30,25,20,15,10,11,6,5,1,2,3,4,9,14,8,13,18,23,24,29,28,27,26,21,22,17,12,7,0,16,33,34,19,40,35
7,12,13,11,17,16,21,22,23,28,34,33,38,39,44,43,48,49,37,26,27,32,31,30,25,20,15,10,5,0,1,6,2,8,9,4,3,18,19,24,29,14,42,47,46,45,40,35,36,41
15,20,21,22,23,18,17,3,2,1,0,5,10,11,6,12,16,13,14,19,24,29,34,33,37,42,36,41,40,45,46,47,43,49,48,44,39,38,32,31,35,27,28,26,25,30,4,9,8,7
19,14,13,18,22,23,24,29,28,33,38,39,43,46,40,42,37,36,31,32,27,26,21,16,15,10,11,7,8,9,4,3,2,1,0,5,6,12,17,20,25,30,35,41,45,49,44,34,48,47
22,12,16,17,23,18,19,14,13,8,9,4,3,7,6,5,10,11,15,20,21,27,28,33,38,39,44,49,48,43,42,41,46,47,40,45,37,32,31,26,30,25,35,36,34,29,24,1,0,2
39,38,33,28,27,22,34,29,24,23,13,14,9,8,7,2,3,4,12,18,19,17,6,1,0,11,10,15,21,16,20,25,26,31,36,41,42,48,49,44,43,47,46,45,40,35,30,32,37,5
26,27,32,31,36,35,30,25,15,16,11,10,5,6,7,8,3,9,14,13,18,23,29,24,19,12,21,20,22,17,33,34,28,43,42,47,48,49,44,39,38,37,40,41,45,46,2,1,0,4
27,22,21,20,15,16,17,23,35,30,31,36,41,46,48,49,44,38,43,42,37,33,29,28,34,39,24,19,14,13,12,8,3,4,9,18,6,7,2,1,0,5,10,11,25,26,32,47,45,40
21,20,15,16,17,12,13,8,3,4,9,14,18,19,24,29,28,34,39,38,37,36,31,35,30,25,26,32,27,22,23,33,43,42,41,40,45,46,47,48,49,44,6,1,2,7,0,5,10,11
18,19,24,23,22,33,37,21,32,27,28,29,34,39,38,43,49,48,47,42,36,41,40,35,31,30,25,26,11,16,17,12,13,8,7,5,10,0,1,2,3,9,4,6,15,20,46,45,44,14
10,11,6,5,0,1,7,13,18,17,22,16,15,20,21,26,31,37,36,35,30,25,32,27,33,28,29,34,39,38,44,43,42,46,41,40,45,47,48,49,19,24,23,14,9,4,3,8,12,2
5,11,16,12,17,23,19,13,9,4,3,2,7,6,10,15,20,25,21,26,36,31,30,35,40,46,45,41,42,37,38,43,48,47,49,44,39,34,28,27,29,24,18,14,8,1,0,22,33,32
48,47,43,42,37,38,39,34,29,28,23,19,24,13,18,14,8,7,11,6,1,2,3,4,9,12,17,16,15,10,5,0,26,25,30,31,32,33,27,21,20,22,40,41,46,45,35,36,44,49
41,36,35,30,26,31,32,33,28,22,27,23,18,19,24,29,34,38,43,42,37,40,45,46,47,48,49,44,39,14,13,17,16,15,10,11,6,7,8,4,3,2,1,0,5,12,9,21,20,25
0,6,11,17,16,12,13,8,7,2,1,5,10,15,20,21,26,31,30,25,35,41,42,48,49,43,34,29,24,23,18,19,14,9,4,3,22,27,28,33,39,38,37,32,46,45,40,36,44,47
20,15,21,26,25,30,36,31,32,27,22,23,24,19,14,9,4,3,8,13,18,7,6,1,0,5,10,11,12,17,16,38,33,34,39,47,46,45,40,41,42,43,48,49,44,37,28,29,35,2
37,38,34,29,28,33,32,31,30,25,26,22,17,12,13,18,23,24,19,14,9,4,3,7,6,5,10,11,16,15,20,21,27,36,41,42,47,49,39,44,43,48,46,45,40,35,8,2,1,0
3,9,4,14,19,29,34,39,49,48,42,37,38,33,32,36,35,30,20,15,21,22,27,28,23,24,18,17,16,11,10,5,0,1,6,8,7,2,13,12,26,31,41,40,45,46,47,43,44,25
7,12,11,6,1,0,10,5,2,3,13,8,9,14,19,18,17,21,26,22,23,28,27,33,38,39,44,49,48,47,37,32,31,36,30,25,20,15,16,29,24,34,41,40,45,46,42,43,35,4
41,45,46,40,33,29,28,34,38,44,39,43,42,48,49,47,36,32,31,26,17,22,27,23,18,13,12,16,15,10,11,6,7,4,9,8,3,2,1,0,5,35,30,25,20,21,37,24,19,14
3,9,14,13,18,8,7,12,17,19,24,23,28,29,34,39,44,49,48,47,43,38,33,32,31,26,21,20,10,15,16,22,27,11,6,1,0,5,2,4,25,30,37,42,41,36,35,40,45,46
47,42,37,38,39,34,29,28,36,35,30,25,26,27,32,33,44,48,49,43,21,22,3,8,13,12,7,11,10,6,5,0,1,2,4,9,14,19,24,23,18,17,16,15,20,31,41,46,45,40
4,3,2,7,13,9,8,17,16,21,22,28,29,24,32,31,30,25,26,27,33,38,43,44,39,34,23,18,19,14,11,12,6,0,1,5,10,15,20,37,42,47,46,45,41,40,35,36,48,49
8,9,19,24,29,28,33,26,25,20,21,22,27,32,31,30,36,35,40,41,42,43,47,37,38,39,34,44,49,48,46,45,13,18,14,3,4,7,2,1,5,0,6,11,12,17,16,15,10,23
16,22,27,26,25,30,35,40,45,46,47,48,49,44,43,38,39,34,29,28,33,32,37,42,41,31,36,17,18,13,12,7,8,3,4,9,14,19,24,23,21,20,15,10,5,0,1,6,11,2
0,5,10,11,12,13,7,8,14,18,17,22,27,28,23,24,33,34,29,19,9,15,20,21,16,26,31,37,42,47,43,48,49,44,39,38,32,36,40,46,41,45,35,30,25,3,4,6,1,2
32,27,22,23,28,33,34,39,38,37,42,41,45,46,47,48,49,43,44,29,24,19,14,13,9,8,2,7,12,6,1,0,5,10,16,15,20,25,26,30,35,36,31,40,21,17,11,18,3,4
33,27,28,23,17,22,18,14,19,24,29,34,32,37,36,35,40,41,42,43,39,38,48,44,49,47,46,45,31,30,26,25,21,20,15,16,12,13,9,3,2,7,8,4,11,6,1,0,5,10
15,10,11,12,17,21,25,20,31,36,41,37,42,47,48,49,44,43,38,39,34,33,28,23,22,27,26,16,5,6,7,2,1,0,3,8,9,14,13,19,18,24,29,32,30,35,40,46,45,4
10,16,15,22,23,32,36,37,42,43,38,39,34,29,24,28,33,27,26,31,30,35,40,41,46,45,47,48,44,49,25,20,21,13,19,14,9,4,3,2,8,7,12,11,17,18,1,6,5,0
43,42,37,33,32,18,17,16,10,5,6,12,7,1,0,25,26,31,36,35,30,45,40,41,47,46,48,49,44,39,38,34,29,28,27,21,20,15,11,8,13,19,24,23,22,14,9,4,3,2
37,32,27,38,44,48,47,46,41,36,31,26,21,15,10,11,16,22,17,13,12,7,18,23,28,24,29,34,39,43,42,49,45,40,25,20,30,35,33,19,14,9,4,3,2,1,6,5,0,8
37,41,42,47,48,49,44,39,34,28,29,24,23,18,22,17,16,21,26,31,35,40,45,46,36,30,25,20,15,11,12,4,9,8,13,14,3,2,7,6,5,0,1,10,32,27,19,33,38,43
21,31,30,35,36,32,27,26,25,20,17,16,15,10,5,6,1,7,4,9,14,19,18,13,8,3,2,22,28,33,34,38,43,42,37,41,46,48,47,49,44,39,29,24,23,12,11,0,40,45
23,22,26,25,20,21,16,15,10,5,6,11,12,7,13,8,9,1,2,3,4,14,19,18,24,17,28,29,34,44,39,33,38,43,37,36,41,40,45,46,42,47,48,49,30,35,31,32,27,0
23,17,18,19,14,9,11,7,6,1,0,5,10,15,21,16,12,13,8,2,3,4,41,40,46,47,48,49,43,37,42,38,39,34,29,24,28,33,32,26,25,20,30,31,27,22,36,35,45,44
16,11,15,10,5,6,7,2,0,1,23,24,18,12,17,22,21,20,25,26,31,30,35,36,41,46,47,43,34,29,28,33,32,27,42,38,37,40,45,48,39,44,49,9,13,8,3,4,14,19
27,32,33,34,38,37,43,47,46,41,35,36,42,45,40,30,31,20,15,21,16,12,13,4,3,8,9,14,19,24,23,18,17,22,28,29,39,44,49,48,25,26,11,5,6,0,1,2,7,10
47,41,36,37,33,28,22,21,12,7,2,1,6,5,20,25,30,35,40,45,46,43,48,49,44,42,38,39,34,29,24,23,18,19,14,8,13,9,4,3,17,16,11,10,15,27,32,31,26,0
0,1,6,20,22,21,16,15,11,10,5,2,7,8,13,17,23,28,24,29,33,48,44,46,45,40,30,35,36,37,38,39,12,14,19,18,3,9,4,25,26,31,32,27,41,42,47,43,49,34
37,42,47,46,41,36,31,26,25,20,15,10,11,16,21,22,23,27,32,33,38,39,44,49,48,43,34,28,29,24,19,18,13,8,12,7,6,5,1,2,3,4,9,14,17,0,45,40,35,30
1,2,3,4,8,9,14,19,24,28,43,42,41,36,37,38,32,27,33,34,29,23,18,13,12,7,11,5,0,6,10,15,20,25,16,21,26,30,35,40,47,46,45,39,44,49,48,31,22,17
39,38,37,32,33,23,22,27,21,20,15,11,10,5,0,1,2,3,8,7,14,9,4,17,18,19,24,28,29,34,44,49,43,48,47,46,45,40,41,42,36,35,30,31,26,25,16,6,12,13
8,7,2,3,4,9,13,18,17,22,27,26,31,37,42,47,46,45,35,30,25,20,21,15,16,11,6,1,0,5,10,12,19,14,24,29,34,39,44,43,48,49,38,33,28,23,32,36,41,40
42,36,32,37,38,43,48,49,44,39,34,33,27,26,31,30,25,20,21,16,11,12,17,18,23,28,13,8,14,19,24,29,22,15,10,0,1,2,3,6,7,9,4,5,40,35,41,47,46,45
46,41,37,30,42,47,48,44,49,38,39,34,32,27,28,23,22,16,17,18,19,24,29,33,43,36,35,31,25,26,21,20,15,10,5,0,1,7,13,12,6,11,9,8,3,4,2,14,40,45
17,23,22,27,32,31,26,21,16,15,20,25,30,35,40,41,42,37,38,33,28,29,24,19,18,12,3,2,7,6,11,1,0,5,10,14,8,9,4,13,34,39,44,49,48,47,46,45,43,36
20,15,16,21,26,31,27,33,38,39,44,49,47,46,45,41,37,28,29,34,32,36,30,35,40,42,43,48,23,18,17,7,8,9,14,19,24,6,11,10,5,0,1,2,3,4,13,12,22,25
39,44,47,46,45,40,35,48,43,49,38,34,33,32,37,36,41,42,31,30,27,26,25,20,15,16,11,5,0,1,6,7,12,17,13,14,19,18,23,24,29,28,22,21,8,9,4,3,2,10
35,30,31,32,27,33,38,37,36,46,41,42,48,43,44,49,39,34,29,28,23,21,20,15,16,11,6,7,8,14,9,4,3,2,1,0,10,5,13,18,19,24,22,25,26,17,12,47,45,40
1,6,7,12,17,16,11,10,5,0,2,3,4,9,8,24,23,18,13,14,19,29,28,33,32,41,37,38,43,47,46,45,40,35,30,31,36,42,48,49,44,39,34,25,20,15,21,26,27,22
28,32,31,38,37,36,42,43,44,39,34,29,24,19,14,13,8,3,2,6,11,17,16,15,10,5,0,1,7,12,4,9,20,25,26,21,30,46,47,48,49,45,40,41,35,27,33,23,22,18
49,48,42,41,36,31,30,35,37,32,38,39,34,33,28,27,23,24,29,18,22,17,16,15,20,25,21,6,2,3,8,9,4,13,11,12,7,44,43,47,45,46,40,14,19,10,5,0,1,26
25,30,31,26,28,27,32,36,33,34,39,44,38,37,42,43,49,48,47,46,40,45,35,41,16,11,10,6,1,2,7,8,9,4,3,12,13,18,19,14,17,22,23,24,29,15,20,21,5,0
3,4,9,14,19,13,12,7,8,18,17,16,15,10,11,6,0,1,2,5,32,33,39,34,29,28,27,31,30,25,20,21,22,23,24,26,36,35,40,45,46,47,42,37,38,43,48,44,49,41
13,19,24,29,28,27,26,21,22,23,18,14,17,12,7,16,15,20,25,31,36,32,33,38,39,34,37,42,41,46,45,40,35,30,44,43,48,47,49,11,6,1,2,3,4,8,9,5,10,0
43,42,38,39,34,29,24,19,18,17,22,27,23,26,30,25,20,21,15,16,11,10,5,1,2,7,8,3,4,9,14,13,12,6,0,32,35,40,41,31,36,37,33,28,49,48,47,46,45,44
10,15,20,21,22,23,24,29,34,39,38,43,48,49,44,37,32,28,33,27,31,36,35,30,25,26,7,2,11,6,5,1,0,12,17,16,18,19,14,13,9,8,3,4,46,45,40,41,42,47
19,13,18,12,7,8,3,2,1,0,5,10,15,16,11,21,25,30,35,36,40,41,42,37,38,39,44,43,48,49,33,28,22,23,24,29,34,32,26,31,27,20,17,14,9,4,6,47,46,45
41,46,42,43,39,34,38,37,32,36,31,35,30,25,20,15,16,26,21,27,22,23,24,29,33,28,12,13,14,9,8,3,7,2,1,6,5,10,11,17,18,19,4,0,45,40,47,48,49,44
11,16,17,18,23,19,24,28,29,34,33,32,31,30,35,36,37,41,46,43,42,48,44,49,39,38,21,22,27,26,20,25,40,45,47,1,6,8,3,4,9,14,13,12,7,2,0,5,10,15
3,4,9,8,7,2,1,6,21,22,23,18,19,14,13,12,11,16,15,20,26,27,32,31,30,35,36,42,41,46,47,48,49,44,39,34,33,38,43,29,28,24,17,10,5,0,25,37,40,45
34,28,30,31,32,37,47,42,49,48,43,38,33,29,24,23,18,19,14,22,17,16,21,26,25,20,15,10,11,12,6,1,5,0,2,7,4,9,8,3,13,27,35,40,45,46,41,36,44,39
14,9,8,13,12,16,15,10,5,0,6,7,1,2,3,4,24,23,29,34,39,44,48,49,28,33,32,31,30,35,40,41,46,47,42,37,36,26,25,20,22,21,27,43,38,19,18,17,11,45
29,28,27,26,30,31,32,37,33,34,39,44,43,48,47,49,36,41,40,35,42,46,45,25,16,17,18,13,8,9,14,19,24,23,22,21,15,20,10,11,12,0,5,6,7,2,1,3,4,38
33,38,43,48,49,37,26,31,36,35,30,25,20,21,17,22,28,32,27,23,29,34,44,39,46,47,42,41,40,45,0,5,6,1,2,8,7,12,18,13,14,9,4,3,11,16,15,10,19,24
44,48,47,42,43,38,39,34,33,37,36,32,31,30,25,26,21,16,10,15,11,17,22,23,28,29,24,18,13,12,7,8,4,9,14,2,1,0,5,6,3,19,41,45,46,40,35,20,27,49
33,28,29,34,39,38,37,47,42,41,40,35,36,31,32,27,26,21,16,11,8,9,14,13,18,12,7,6,10,5,1,0,2,3,4,19,24,23,22,17,15,20,25,30,48,49,44,43,46,45
43,48,49,44,39,34,33,29,28,27,26,21,22,23,18,19,24,14,9,3,4,8,2,7,1,6,10,15,20,25,30,32,31,36,41,35,40,45,46,47,42,37,38,13,12,11,16,17,0,5
28,29,24,19,18,17,13,14,8,3,7,6,5,10,15,16,21,22,23,37,32,33,34,26,20,25,30,31,36,35,40,41,46,47,48,43,39,44,38,27,9,4,2,1,0,12,11,42,45,49
32,27,22,17,16,7,8,3,2,1,6,5,10,20,31,26,25,30,36,37,38,43,44,49,48,47,42,41,45,46,40,35,21,15,11,12,18,13,14,9,4,19,24,29,34,39,33,28,23,0
13,8,3,2,1,6,12,7,11,16,15,20,21,26,23,22,27,28,29,33,32,31,25,30,35,36,41,37,43,38,39,44,49,48,47,46,42,40,45,34,24,19,14,4,9,18,17,10,5,0
11,16,17,18,19,14,13,12,8,3,2,1,0,6,10,15,20,21,26,31,32,27,28,24,23,22,4,9,7,5,45,40,35,41,42,37,36,30,25,33,34,39,44,43,49,48,47,46,38,29
0,1,6,5,10,15,16,11,12,13,8,9,14,19,18,17,22,23,28,34,38,43,46,47,42,48,39,37,36,41,40,35,25,20,21,26,31,32,33,44,49,29,24,27,30,45,2,3,4,7
18,17,16,21,22,23,28,29,34,38,37,36,41,42,48,44,49,39,33,32,31,26,25,20,15,10,11,12,13,8,7,4,3,2,1,0,5,6,47,46,45,40,35,30,27,19,14,9,24,43
26,27,32,37,42,43,38,33,34,29,39,44,49,48,47,46,40,35,36,31,25,20,15,10,5,1,7,2,3,4,9,14,19,13,8,12,17,22,16,21,11,6,0,23,18,24,28,41,45,30
