Map,Cluster,Algorithm,Run,Distance,Elevation,Turning
Map1,2,ACO,4,1487.313302237405,0.3834136880987362,96.24187741997905
Map1,3,ACO,4,1534.3647387013978,0.4570151503759874,113.05759519515249
Map1,4,ACO,4,1482.2369465360568,0.43127033975550333,123.50007044998355
Map1,5,ACO,4,1321.7960879081659,0.4042044508906901,100.09989042289442
Map1,6,ACO,4,1433.3396417676445,0.3746310541625846,127.01398861298505
Map1,7,ACO,4,1234.9672048210923,0.3263087660862052,92.85838672002356
Map1,8,ACO,4,1066.7147681123804,0.4215569052176402,89.2609279226374
Map1,9,ACO,4,1260.8430779324344,0.831895761627143,116.76205824535104
Map1,10,ACO,4,1009.6945529120453,0.679921005534684,89.18421864335268
Map1,11,ACO,4,1457.6457684321126,0.30746318516243676,120.22354425608779
Map1,12,ACO,4,1501.8420344221317,0.3747482001779172,113.25446058678617
Map1,13,ACO,4,1655.854004585433,0.43533424078764327,122.86994635532587
Map1,14,ACO,4,1311.101011138003,0.29805102277326156,118.77012228036287
Map1,15,ACO,4,1594.385788674073,0.48833969922478637,125.33448644064667
Map1,1,ACO,5,1248.3696724216484,0.347561335874369,112.69360582777921
Map1,2,ACO,5,1353.0420136908167,0.32120549738937676,109.75511728339902
Map1,3,ACO,5,1438.5162717140845,0.35501473201176736,118.91559998633537
